iter	Passed	Remaining
1640	132007	28879
1641	132102	28801
1642	132202	28725
1643	132300	28648
1644	132395	28571
1645	132473	28490
1646	132545	28408
1647	132622	28327
1648	132697	28245
1649	132773	28164
1650	132847	28082
1651	132934	28003
1652	133022	27924
1653	133110	27845
1654	133182	27763
1655	133252	27680
1656	133325	27598
1657	133399	27516
1658	133468	27433
1659	133542	27352
1660	133614	27269
1661	133687	27187
1662	133767	27107
1663	133844	27026
1664	133924	26945
1665	134016	26867
1666	134136	26795
1667	134237	26718
1668	134328	26640
1669	134408	26559
1670	134478	26477
1671	134549	26394
1672	134621	26312
1673	134694	26230
1674	134766	26148
1675	134837	26066
1676	134914	25985
1677	135006	25907
1678	135097	25828
1679	135171	25746
1680	135240	25664
1681	135310	25581
1682	135387	25500
1683	135463	25419
1684	135538	25337
1685	135606	25255
1686	135675	25172
1687	135749	25091
1688	135830	25010
1689	135905	24929
1690	135992	24850
1691	136084	24771
1692	136186	24695
1693	136276	24616
1694	136363	24537
1695	136457	24459
1696	136528	24377
1697	136607	24296
1698	136677	24214
1699	136751	24132
1700	136825	24051
1701	136905	23970
1702	136993	23891
1703	137067	23809
1704	137139	23727
1705	137208	23645
1706	137279	23563
1707	137349	23481
1708	137421	23399
1709	137489	23316
1710	137553	23233
1711	137617	23150
1712	137692	23069
1713	137771	22988
1714	137839	22906
1715	137911	22824
1716	137999	22745
1717	138098	22668
1718	138207	22592
1719	138303	22514
1720	138388	22434
1721	138458	22352
1722	138527	22270
1723	138599	22188
1724	138664	22106
1725	138740	22024
1726	138811	21942
1727	138881	21860
1728	138963	21780
1729	139055	21702
1730	139141	21622
1731	139228	21543
1732	139317	21464
1733	139413	21386
1734	139502	21307
1735	139594	21228
1736	139672	21147
1737	139738	21065
1738	139808	20983
1739	139883	20902
1740	139976	20823
1741	140076	20746
1742	140181	20669
1743	140274	20590
1744	140351	20509
1745	140421	20427
1746	140492	20346
1747	140565	20264
1748	140640	20183
1749	140716	20102
1750	140784	20020
1751	140861	19939
1752	140935	19858
1753	141034	19780
1754	141126	19701
1755	141220	19622
1756	141300	19542
1757	141372	19460
1758	141444	19379
1759	141512	19297
1760	141582	19215
1761	141660	19134
1762	141742	19054
1763	141816	18973
1764	141895	18892
1765	141997	18815
1766	142125	18740
1767	142216	18661
1768	142305	18582
1769	142393	18503
1770	142482	18423
1771	142551	18341
1772	142626	18260
1773	142696	18178
1774	142767	18097
1775	142835	18015
1776	142905	17933
1777	142992	17853
1778	143084	17775
1779	143171	17695
1780	143253	17615
1781	143350	17536
1782	143427	17455
1783	143499	17374
1784	143569	17292
1785	143645	17211
1786	143715	17130
1787	143782	17047
1788	143851	16966
1789	143930	16885
1790	144014	16805
1791	144094	16725
1792	144175	16644
1793	144247	16563
1794	144320	16482
1795	144390	16400
1796	144464	16319
1797	144539	16238
1798	144613	16157
1799	144688	16076
1800	144759	15995
1801	144834	15914
1802	144910	15833
1803	144992	15753
1804	145085	15674
1805	145169	15594
1806	145245	15513
1807	145318	15432
1808	145394	15351
1809	145467	15270
1810	145532	15188
1811	145604	15106
1812	145681	15026
1813	145761	14945
1814	145834	14864
1815	145906	14783
1816	145986	14703
1817	146097	14625
1818	146171	14544
1819	146250	14464
1820	146324	14383
1821	146397	14302
1822	146468	14221
1823	146539	14139
1824	146612	14058
1825	146683	13977
1826	146754	13896
1827	146825	13815
1828	146896	13733
1829	146970	13653
1830	147057	13573
1831	147143	13493
1832	147218	13412
1833	147296	13332
1834	147373	13251
1835	147447	13170
1836	147522	13089
1837	147594	13008
1838	147670	12928
1839	147741	12847
1840	147814	12766
1841	147889	12685
1842	147964	12604
1843	148054	12525
1844	148130	12444
1845	148205	12363
1846	148279	12283
1847	148348	12201
1848	148418	12120
1849	148484	12039
1850	148558	11958
1851	148626	11877
1852	148696	11796
1853	148763	11714
1854	148831	11633
1855	148902	11552
1856	148972	11471
1857	149067	11392
1858	149141	11311
1859	149212	11231
1860	149285	11150
1861	149333	11067
1862	149404	10986
1863	149474	10905
1864	149541	10824
1865	149609	10743
1866	149680	10662
1867	149750	10581
1868	149824	10501
1869	149916	10422
1870	149995	10341
1871	150086	10262
1872	150178	10182
1873	150244	10101
1874	150317	10021
1875	150392	9940
1876	150459	9859
1877	150536	9779
1878	150604	9698
1879	150682	9618
1880	150758	9537
1881	150835	9457
1882	150908	9376
1883	150978	9295
1884	151059	9215
1885	151137	9135
1886	151210	9055
1887	151281	8974
1888	151354	8893
1889	151428	8813
1890	151503	8732
1891	151576	8652
1892	151649	8571
1893	151722	8491
1894	151798	8410
1895	151876	8330
1896	151944	8250
1897	152020	8169
1898	152112	8090
1899	152202	8010
1900	152280	7930
1901	152350	7849
1902	152420	7769
1903	152494	7688
1904	152567	7608
1905	152639	7527
1906	152692	7446
1907	152760	7365
1908	152831	7285
1909	152898	7204
1910	152965	7123
1911	153051	7044
1912	153132	6964
1913	153196	6883
1914	153264	6802
1915	153338	6722
1916	153411	6642
1917	153482	6561
1918	153558	6481
1919	153659	6402
1920	153731	6322
1921	153801	6241
1922	153870	6161
1923	153942	6080
1924	154015	6000
1925	154106	5921
1926	154188	5841
1927	154260	5760
1928	154331	5680
1929	154402	5600
1930	154480	5520
1931	154542	5439
1932	154611	5359
1933	154684	5278
1934	154756	5198
1935	154826	5118
1936	154892	5037
1937	154963	4957
1938	155036	4877
1939	155118	4797
1940	155191	4717
1941	155261	4637
1942	155332	4556
1943	155408	4476
1944	155482	4396
1945	155553	4316
1946	155628	4236
1947	155697	4156
1948	155774	4076
1949	155841	3995
1950	155914	3915
1951	155985	3835
1952	156058	3755
1953	156148	3675
1954	156238	3596
1955	156306	3516
1956	156379	3436
1957	156448	3355
1958	156523	3275
1959	156594	3195
1960	156664	3115
1961	156737	3035
1962	156806	2955
1963	156878	2875
1964	156951	2795
1965	157022	2715
1966	157113	2635
1967	157201	2556
1968	157283	2476
1969	157355	2396
1970	157425	2316
1971	157494	2236
1972	157566	2156
1973	157634	2076
1974	157702	1996
1975	157765	1916
1976	157835	1836
1977	157904	1756
1978	157974	1676
1979	158056	1596
1980	158142	1516
1981	158229	1436
1982	158301	1357
1983	158373	1277
1984	158440	1197
1985	158511	1117
1986	158581	1037
1987	158648	957
1988	158720	877
1989	158785	797
1990	158854	718
1991	158925	638
1992	158993	558
1993	159075	478
1994	159158	398
1995	159222	319
1996	159291	239
1997	159370	159
1998	159441	79
1999	159511	0
